Localização,Inventário,Denominação do Imobilizado,Item Consumível Similar,Percentagem de Similaridade (%),Data Incorporação,Justificativa de Reprova
5.12 SUMARÉ,515313,CADEIRA P/SALA DE AULA DC 1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1989-09-30 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
5.12 SUMARÉ,515316,CADEIRA P/SALA DE AULA DC 1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1989-09-30 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
5.12 SUMARÉ,515322,CADEIRA P/SALA DE AULA DC 1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1989-09-30 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
5.12 SUMARÉ,515338,CADEIRA P/SALA DE AULA DC 1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1989-09-30 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
5.12 SUMARÉ,515397,CADEIRA P/SALA DE AULA DC 1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1989-09-30 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
5.12 SUMARÉ,573021,CADEIRA P/SALA DE AULA - DC-1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1992-06-30 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
5.12 SUMARÉ,573027,CADEIRA P/SALA DE AULA - DC-1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1992-06-30 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
5.12 SUMARÉ,573029,CADEIRA P/SALA DE AULA - DC-1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1992-06-30 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
5.12 SUMARÉ,573073,CADEIRA P/SALA DE AULA - DC-1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1992-06-30 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
5.12 SUMARÉ,573137,CADEIRA P/SALA DE AULA - DC-1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1992-06-30 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
5.12 SUMARÉ,491564,CADEIRA P/SALA DE AULA DC-1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1988-06-30 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
5.12 SUMARÉ,491580,CADEIRA P/SALA DE AULA DC-1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1988-06-30 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
5.12 SUMARÉ,491638,CADEIRA P/SALA DE AULA DC-1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1988-06-30 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
5.12 SUMARÉ,491686,CADEIRA P/SALA DE AULA DC-1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1988-06-30 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
5.12 SUMARÉ,503155,CADEIRA P/SALA DE AULA DC 1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1988-12-31 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
5.12 SUMARÉ,503157,CADEIRA P/SALA DE AULA DC 1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1988-12-31 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
5.12 SUMARÉ,505609,CADEIRA P/SALA DE AULA DC 1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1989-03-31 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
5.12 SUMARÉ,505634,CADEIRA P/SALA DE AULA DC 1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1989-03-31 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
5.12 SUMARÉ,505642,CADEIRA P/SALA DE AULA DC 1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1989-03-31 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
5.12 SUMARÉ,513094,ESTANTE DE ACO 6 PRAT SOFIMA,ESTANTE DE PARAFUSOS,34.0%,1989-06-30 00:00:00,MANTER: Baixa similaridade (34.0%) com consumível 'ESTANTE DE PARAFUSOS...'. Provavelmente corretamente classificado.
5.12 SUMARÉ,515219,CADEIRA P/SALA DE AULA DC 1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1989-09-30 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
5.12 SUMARÉ,515224,CADEIRA P/SALA DE AULA DC 1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1989-09-30 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
5.12 SUMARÉ,515249,CADEIRA P/SALA DE AULA DC 1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1989-09-30 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
5.12 SUMARÉ,515259,CADEIRA P/SALA DE AULA DC 1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1989-09-30 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
5.12 SUMARÉ,515268,CADEIRA P/SALA DE AULA DC 1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1989-09-30 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
5.12 SUMARÉ,515275,CADEIRA P/SALA DE AULA DC 1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1989-09-30 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
5.12 SUMARÉ,515289,CADEIRA P/SALA DE AULA DC 1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1989-09-30 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
5.12 SUMARÉ,515291,CADEIRA P/SALA DE AULA DC 1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1989-09-30 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
5.12 SUMARÉ,515294,CADEIRA P/SALA DE AULA DC 1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1989-09-30 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
5.12 SUMARÉ,515295,CADEIRA P/SALA DE AULA DC 1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1989-09-30 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
5.12 SUMARÉ,515296,CADEIRA P/SALA DE AULA DC 1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1989-09-30 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
5.12 SUMARÉ,515297,CADEIRA P/SALA DE AULA DC 1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1989-09-30 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
5.12 SUMARÉ,515365,CADEIRA P/SALA DE AULA DC 1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1989-09-30 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
5.12 SUMARÉ,515396,CADEIRA P/SALA DE AULA DC 1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1989-09-30 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
5.12 SUMARÉ,515406,CADEIRA P/SALA DE AULA DC 1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1989-09-30 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
5.12 SUMARÉ,515423,CADEIRA P/SALA DE AULA DC 1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1989-09-30 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
5.12 SUMARÉ,515426,CADEIRA P/SALA DE AULA DC 1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1989-09-30 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
5.12 SUMARÉ,515432,CADEIRA P/SALA DE AULA DC 1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1989-09-30 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
5.12 SUMARÉ,522463,CADEIRA P/SALA DE AULA DC 1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1990-02-28 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
5.12 SUMARÉ,536801,BANCO GIRATORIO REG. DC-1139 - RUAS,PRATO GIRATÓRIO PG1012,27.8%,1991-02-28 00:00:00,MANTER: Similaridade muito baixa (27.8%). Mantém como patrimônio.
5.12 SUMARÉ,569874,CADEIRA P/SALA DE AULA DC-1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1992-04-30 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
5.12 SUMARÉ,569909,CADEIRA P/SALA DE AULA DC-1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1992-04-30 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
5.12 SUMARÉ,569933,CADEIRA P/SALA DE AULA DC-1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1992-04-30 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
5.12 SUMARÉ,572951,CADEIRA P/SALA DE AULA DC-1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1992-06-30 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
5.12 SUMARÉ,572957,CADEIRA P/SALA DE AULA DC-1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1992-06-30 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
5.12 SUMARÉ,573012,CADEIRA P/SALA DE AULA - DC-1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1992-06-30 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
5.12 SUMARÉ,510304,CADEIRA P/SALA DE AULA DC-1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1989-05-31 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
5.12 SUMARÉ,510323,CADEIRA P/SALA DE AULA DC-1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1989-05-31 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
5.12 SUMARÉ,510330,CADEIRA P/SALA DE AULA DC-1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1989-05-31 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
5.12 SUMARÉ,515149,CADEIRA P/SALA DE AULA DC 1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1989-09-30 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
5.12 SUMARÉ,515156,CADEIRA P/SALA DE AULA DC 1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1989-09-30 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
5.12 SUMARÉ,515163,CADEIRA P/SALA DE AULA DC 1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1989-09-30 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
5.12 SUMARÉ,515169,CADEIRA P/SALA DE AULA DC 1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1989-09-30 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
5.12 SUMARÉ,515176,CADEIRA P/SALA DE AULA DC 1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1989-09-30 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
5.12 SUMARÉ,515180,CADEIRA P/SALA DE AULA DC 1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1989-09-30 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
5.12 SUMARÉ,515181,CADEIRA P/SALA DE AULA DC 1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1989-09-30 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
5.12 SUMARÉ,515184,CADEIRA P/SALA DE AULA DC 1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1989-09-30 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
5.12 SUMARÉ,515195,CADEIRA P/SALA DE AULA DC 1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1989-09-30 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
5.12 SUMARÉ,515202,CADEIRA P/SALA DE AULA DC 1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1989-09-30 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
5.12 SUMARÉ,515208,CADEIRA P/SALA DE AULA DC 1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1989-09-30 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
5.12 SUMARÉ,515305,CADEIRA P/SALA DE AULA DC 1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1989-09-30 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
5.12 SUMARÉ,515523,CADEIRA P/SALA DE AULA DC 1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1989-09-30 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
5.12 SUMARÉ,427872,POLTRONA ESTOFADA,CAPA PARA POLTRONA PERSONALIZADA,35.9%,1981-11-30 00:00:00,MANTER: Baixa similaridade (35.9%) com consumível 'CAPA PARA POLTRONA PERSONALIZADA...'. Provavelmente corretamente classificado.
5.12 SUMARÉ,427877,POLTRONA ESTOFADA,CAPA PARA POLTRONA PERSONALIZADA,35.9%,1981-11-30 00:00:00,MANTER: Baixa similaridade (35.9%) com consumível 'CAPA PARA POLTRONA PERSONALIZADA...'. Provavelmente corretamente classificado.
5.12 SUMARÉ,427880,POLTRONA ESTOFADA,CAPA PARA POLTRONA PERSONALIZADA,35.9%,1981-11-30 00:00:00,MANTER: Baixa similaridade (35.9%) com consumível 'CAPA PARA POLTRONA PERSONALIZADA...'. Provavelmente corretamente classificado.
5.12 SUMARÉ,431978,POLTRONA ESTOFADA,CAPA PARA POLTRONA PERSONALIZADA,35.9%,1982-04-30 00:00:00,MANTER: Baixa similaridade (35.9%) com consumível 'CAPA PARA POLTRONA PERSONALIZADA...'. Provavelmente corretamente classificado.
5.12 SUMARÉ,436469,POLTRONA ESTOFADA,CAPA PARA POLTRONA PERSONALIZADA,35.9%,1982-06-30 00:00:00,MANTER: Baixa similaridade (35.9%) com consumível 'CAPA PARA POLTRONA PERSONALIZADA...'. Provavelmente corretamente classificado.
5.12 SUMARÉ,491657,CADEIRA P/SALA DE AULA DC-1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1988-06-30 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
5.12 SUMARÉ,491766,CADEIRA P/SALA DE AULA DC-1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1988-06-30 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
5.12 SUMARÉ,503169,CADEIRA P/SALA DE AULA DC 1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1988-12-31 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
5.12 SUMARÉ,510321,CADEIRA P/SALA DE AULA DC-1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1989-05-31 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
5.12 SUMARÉ,510337,CADEIRA P/SALA DE AULA DC-1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1989-05-31 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
5.12 SUMARÉ,515159,CADEIRA P/SALA DE AULA DC 1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1989-09-30 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
5.12 SUMARÉ,515179,CADEIRA P/SALA DE AULA DC 1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1989-09-30 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
5.12 SUMARÉ,515191,CADEIRA P/SALA DE AULA DC 1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1989-09-30 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
5.12 SUMARÉ,515198,CADEIRA P/SALA DE AULA DC 1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1989-09-30 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
5.12 SUMARÉ,515199,CADEIRA P/SALA DE AULA DC 1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1989-09-30 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
5.12 SUMARÉ,515201,CADEIRA P/SALA DE AULA DC 1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1989-09-30 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
5.12 SUMARÉ,515223,CADEIRA P/SALA DE AULA DC 1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1989-09-30 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
5.12 SUMARÉ,515265,CADEIRA P/SALA DE AULA DC 1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1989-09-30 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
5.12 SUMARÉ,515279,CADEIRA P/SALA DE AULA DC 1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1989-09-30 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
5.12 SUMARÉ,515329,CADEIRA P/SALA DE AULA DC 1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1989-09-30 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
5.12 SUMARÉ,515372,CADEIRA P/SALA DE AULA DC 1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1989-09-30 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
5.12 SUMARÉ,515380,CADEIRA P/SALA DE AULA DC 1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1989-09-30 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
5.12 SUMARÉ,515382,CADEIRA P/SALA DE AULA DC 1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1989-09-30 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
5.12 SUMARÉ,515393,CADEIRA P/SALA DE AULA DC 1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1989-09-30 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
5.12 SUMARÉ,515398,CADEIRA P/SALA DE AULA DC 1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1989-09-30 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
5.12 SUMARÉ,515403,CADEIRA P/SALA DE AULA DC 1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1989-09-30 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
5.12 SUMARÉ,515409,CADEIRA P/SALA DE AULA DC 1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1989-09-30 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
5.12 SUMARÉ,515416,CADEIRA P/SALA DE AULA DC 1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1989-09-30 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
5.12 SUMARÉ,515418,CADEIRA P/SALA DE AULA DC 1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1989-09-30 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
5.12 SUMARÉ,515427,CADEIRA P/SALA DE AULA DC 1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1989-09-30 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
5.12 SUMARÉ,515545,CADEIRA P/SALA DE AULA DC 1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1989-09-30 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
